ID;Name;Reference;Brand;Categories;Price;Short desc.;Features;Images URL;Quantity;Tax ID
124;Taśma LED RGB IP20 + zasilacz i pilot 5 m POLUX;82856158;POLUX;Ledy>Produkty>Oświetlenie;109 ;Elastyczne taśmy LED to doskonałe rozwiązanie w oświetleniu mebli, witryn sklepowych, reklam oraz w dekoracji pomieszczeń. Łączą w sobie wysoką wydajność światła przy minimalnym zużyciu energii elektrycznej. Dzięki niewielkim rozmiarom i bardzo dużej elastyczności mogą być stosowane praktycznie w każdym miejscu, gdzie utrudniony jest montaż innych źródeł światła. Zastosowanie taśm LED ograniczone jest jedynie wyobraźnią.;Źródło światła w zestawie: Tak>Długość (w m): 5>Klasa szczelności (IP + IK): IP20 >Maksymalna moc światła (w W): 18>Zmiana kolorów: Tak>Barwa światła: RGB różnokolorowy>Zmiana barwy światła: Nie>Klasa ochronności: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Szerokość (w cm): 0.8>Materiał wykonania: Plastik>Przeznaczenie: Do wszystkich pomieszczeń oprócz łazienki>Typ instalacji: Do mocowania>Możliwość ściemniania: Nie>Zasilanie: Sieć zasilająca>Pobór mocy (w W): 18>Napięcie (w V): 12>Pilot na wyposażeniu: Tak>Transformator w zestawie: Tak>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508314437>Numer referencyjny: 82856158>Cena: 109zł /szt;http://localhost/src_img/124/1.jpg>http://localhost/src_img/124/2.jpg>http://localhost/src_img/124/3.jpg>http://localhost/src_img/124/4.jpg;50;1
125;Zasilacz do LED 12V 15W IP67 EKO-LIGHT;82630657;;Ledy>Produkty>Oświetlenie;39,99 ;Zasilacz montażowy LED marki EKO-LIGHT 15W IP67 EKZAS034 znajduje zastosowanie w montażu oczek schodowych z czujnikiem ruchu PIR, różnego rodzaju taśm LED oraz innych źródeł światła opartych na technologii LED wymagających napięcia 12V na zewnątrz budynków dzięki zabezpieczeniom IP67;Napięcie wyjściowe (w V): 12>Napięcie (w V): 12>Pobór mocy (w W): 15>Wysokość (w mm): 25>Szerokość (w mm): 85>Głębokość (w mm): 72>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.11>Gwarancja (w latach): 2>Kod EAN: 5907377241034>Numer referencyjny: 82630657>Cena: 39,99zł /szt;http://localhost/src_img/125/1.jpg;50;1
126;Zasilacz do taśmy LED 12 V 60 W IP44 EKO-LIGHT;82630661;;Ledy>Produkty>Oświetlenie;74,99 ;Zasilacz LED 60W IP44 marki EKO-LIGHT EKZAS532 przeznaczony do współpracy z ledowymi źródłami światła takimi jak : taśmy LED, żarówki LED czy moduły LED wymagającymi napięcia 12V. Budowa zasilacza umożliwia prawidłowe chłodzenie oraz zabezpieczenie przed porażeniem.;Napięcie wyjściowe (w V): 12>Napięcie (w V): 12>Pobór mocy (w W): 60>Wysokość (w mm): 35>Szerokość (w mm): 160>Głębokość (w mm): 60>Materiał wykonania: Tworzywo sztuczne>Klasa szczelności (IP + IK): IP40>Waga (w kg): 0.18>Gwarancja (w latach): 2>Kod EAN: 5902693732532>Numer referencyjny: 82630661>Cena: 74,99zł /szt;http://localhost/src_img/126/1.jpg;50;1
127;Zasilacz do LED 12V 150W IP20 EKO-LIGHT ;82630664;;Ledy>Produkty>Oświetlenie;84,99 ;;Napięcie wyjściowe (w V): 12>Napięcie (w V): 12>Pobór mocy (w W): 150>Wysokość (w mm): 43>Szerokość (w mm): 200>Głębokość (w mm): 98>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.34>Gwarancja (w latach): 2>Kod EAN: 5902020409373>Numer referencyjny: 82630664>Cena: 84,99zł /szt;http://localhost/src_img/127/1.jpg;50;1
128;Zasilacz do LED 12V 60W IP67 EKO-LIGHT ;82630662;;Ledy>Produkty>Oświetlenie;77,99 ;Zasilacz LED przeznaczony do montażu taśm LED oraz innych ledowych źródeł światła jak żarówki czy moduły wymagających napięcia 12V. Zasilacz wykonany jest z najwyższej jakości materiałów dzięki czemu wykazuje się wysoką wydajnością oraz długą żywotnością. Zasialcz charakteryzuję się wysokim współczynnikiem szczelności IP67 dzięki czemu może być stosowany w miejscach, w których istnieje ryzyko pracy przy dużej wilgotności jak np. kuchnia czy łazienka oraz do zasilania instalacji na zewnątrz budynków.;Napięcie wyjściowe (w V): 12>Napięcie (w V): 12>Pobór mocy (w W): 60>Wysokość (w mm): 44>Szerokość (w mm): 180>Głębokość (w mm): 72>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.79>Gwarancja (w latach): 2>Kod EAN: 5907377241003>Numer referencyjny: 82630662>Cena: 77,99zł /szt;http://localhost/src_img/128/1.jpg;50;1
129;Zasilacz do taśmy LED 12 V 30 W IP67 EKO-LIGHT;82630659;;Ledy>Produkty>Oświetlenie;49,99 ;Zasilacz LED przeznaczony do montażu taśm LED oraz innych ledowych źródeł światła jak żarówki czy moduły wymagających napięcia 12V.Zasilacz wykonany jest z najwyższej jakości materiałów dzięki czemu wykazuje się wysoką wydajnością oraz długą żywotnością.Zasialcz charakteryzuję się wysokim współczynnikiem szczelności IP67 dzięki czemu może być stosowany w miejscach, w których istnieje ryzyko pracy przy dużej wilgotności jak np. kuchnia czy łazienka oraz do zasilania instalacji na zewnątrz budynków.;Napięcie wyjściowe (w V): 12>Napięcie (w V): 12>Pobór mocy (w W): 30>Wysokość (w mm): 23>Szerokość (w mm): 202>Głębokość (w mm): 34>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.25>Gwarancja (w latach): 2>Kod EAN: 5902020409755>Numer referencyjny: 82630659>Cena: 49,99zł /szt;http://localhost/src_img/129/1.jpg>http://localhost/src_img/129/2.jpg>http://localhost/src_img/129/3.jpg>http://localhost/src_img/129/4.jpg;50;1
130;Zasilacz do LED 12V 100W IP20 EKO-LIGHT ;82630663;;Ledy>Produkty>Oświetlenie;64,99 ;;Napięcie wyjściowe (w V): 12>Napięcie (w V): 12>Pobór mocy (w W): 100>Wysokość (w mm): 39>Szerokość (w mm): 190>Głębokość (w mm): 50>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.25>Gwarancja (w latach): 2>Kod EAN: 5902020409366>Numer referencyjny: 82630663>Cena: 64,99zł /szt;http://localhost/src_img/130/1.jpg;50;1
131;Taśma LED TUYA MUSIC IP65 RGBW 5 m + zasilacz i kontroler POLUX;82569321;POLUX;Ledy>Produkty>Oświetlenie;179 ;Pasek LED WiFi Smart RGB+4000K. Zestaw: zasilacz, kontroler, taśma led 5m. Funkcja muzyczna.;Źródło światła w zestawie: Tak>Długość (w m): 5>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): 1350>Maksymalna moc światła (w W): 16>Barwa światła: RGB różnokolorowy>Zmiana barwy światła: Tak>Szerokość (w cm): 1>Materiał wykonania: Plastik>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Tak>Zasilanie: Sieć zasilająca>Pobór mocy (w W): 16>Napięcie (w V): 220-240>Pilot na wyposażeniu: Nie>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508313928>Numer referencyjny: 82569321>Cena: 179zł /szt;http://localhost/src_img/131/1.jpg>http://localhost/src_img/131/2.jpg>http://localhost/src_img/131/3.jpg>http://localhost/src_img/131/4.jpg>http://localhost/src_img/131/5.jpg>http://localhost/src_img/131/6.jpg;50;1
132;Taśma LED TUYA IP65 RGBW 2 m + zasilacz i kontroler POLUX;82569319;POLUX;Ledy>Produkty>Oświetlenie;109 ;Pasek LED WiFi Smart RGB+4000K. Zestaw: zasilacz, kontroler, taśma led 2m.;Źródło światła w zestawie: Tak>Długość (w m): 2>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): 540>Maksymalna moc światła (w W): 6,5>Barwa światła: RGB różnokolorowy>Zmiana barwy światła: Tak>Szerokość (w cm): 1>Materiał wykonania: Plastik>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Tak>Zasilanie: Sieć zasilająca>Pobór mocy (w W): 6.5>Napięcie (w V): 220-240>Pilot na wyposażeniu: Nie>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508313904>Numer referencyjny: 82569319>Cena: 109zł /szt;http://localhost/src_img/132/1.jpg>http://localhost/src_img/132/2.jpg>http://localhost/src_img/132/3.jpg>http://localhost/src_img/132/4.jpg>http://localhost/src_img/132/5.jpg>http://localhost/src_img/132/6.jpg>http://localhost/src_img/132/7.jpg;50;1
133;Taśma LED TUYA MUSIC IP65 RGBW 5 m + zasilacz i kontroler POLUX;82569322;POLUX;Ledy>Produkty>Oświetlenie;219 ;Pasek LED WiFi Smart RGB+3000K~6000K. Zestaw: zasilacz, kontroler, taśma led 5m. Funkcja muzyczna.;Źródło światła w zestawie: Tak>Długość (w m): 5>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): 1700>Maksymalna moc światła (w W): 20>Barwa światła: RGB różnokolorowy>Zmiana barwy światła: Nie>Szerokość (w cm): 1.2>Materiał wykonania: Plastik>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Tak>Zasilanie: Sieć zasilająca>Pobór mocy (w W): 20>Napięcie (w V): 220-240>Pilot na wyposażeniu: Nie>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508313911>Numer referencyjny: 82569322>Cena: 219zł /szt;http://localhost/src_img/133/1.jpg>http://localhost/src_img/133/2.jpg>http://localhost/src_img/133/3.jpg>http://localhost/src_img/133/4.jpg>http://localhost/src_img/133/5.jpg>http://localhost/src_img/133/6.jpg;50;1
134;Taśma LED TUYA IP65 RGBW 2 m + zasilacz i kontroler POLUX;82569320;POLUX;Ledy>Produkty>Oświetlenie;119 ;Pasek LED WiFi Smart RGB+3000K~6000K. Zestaw: zasilacz, kontroler, taśma led 2m.;Źródło światła w zestawie: Tak>Długość (w m): 2>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): 680>Maksymalna moc światła (w W): 8>Barwa światła: RGB różnokolorowy>Zmiana barwy światła: Tak>Szerokość (w cm): 1.2>Materiał wykonania: Plastik>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Tak>Zasilanie: Sieć zasilająca>Pobór mocy (w W): 8>Napięcie (w V): 220-240>Pilot na wyposażeniu: Nie>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508313898>Numer referencyjny: 82569320>Cena: 119zł /szt;http://localhost/src_img/134/1.jpg>http://localhost/src_img/134/2.jpg>http://localhost/src_img/134/3.jpg>http://localhost/src_img/134/4.jpg>http://localhost/src_img/134/5.jpg>http://localhost/src_img/134/6.jpg;50;1
135;Profil kątowy aluminiowy do taśm LED dł. 2 m srebrny Kluś;45904110;KLUŚ;Ledy>Produkty>Oświetlenie;59,99 ;Profil 45-16 służy do budowy niewielkich opraw oświetleniowych o uniwersalnym zastosowaniu, zwłaszcza do łagodnych podświetleń. Mocowany najczęściej w narożnikach.;Długość (w mm): 1000>Głębokość (w mm): 17>Typ instalacji: Do przykręcenia>Współczynnik ochrony (IP): 20>Materiał wykonania: Aluminium>Kolor: popielaty>Rodzina kolorów: aluminium>Marka handlowa: KLUŚ>Gwarancja (w latach): 2>Kod EAN: 5902280313373>Numer referencyjny: 45904110>Cena: 59,99zł /szt;http://localhost/src_img/135/1.jpg;50;1
136;Profil do taśmy LED natynkowy 1 m czarny + zaślepki POLUX;45901674;POLUX;Ledy>Produkty>Oświetlenie;22,99 ;Profil A czarny aluminiowy do taśm LED 1M - zestaw;Długość (w mm): 1000>Głębokość (w mm): 7>Typ instalacji: Do przykręcenia>Współczynnik ochrony (IP): 20>Kubatura ochrony: 2>Materiał wykonania: Aluminium>Kolor: Czarny>Rodzina kolorów: Czarny>Nazwa serii: Profil natynkowy 1m typ A czarny>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508316080>Numer referencyjny: 45901674>Cena: 22,99zł /szt;http://localhost/src_img/136/1.jpg>http://localhost/src_img/136/2.jpg>http://localhost/src_img/136/3.jpg>http://localhost/src_img/136/4.jpg>http://localhost/src_img/136/5.jpg>http://localhost/src_img/136/6.jpg>http://localhost/src_img/136/7.jpg>http://localhost/src_img/136/8.jpg>http://localhost/src_img/136/9.jpg>http://localhost/src_img/136/10.jpg>http://localhost/src_img/136/11.jpg>http://localhost/src_img/136/12.jpg>http://localhost/src_img/136/13.jpg>http://localhost/src_img/136/14.jpg>http://localhost/src_img/136/15.jpg>http://localhost/src_img/136/16.jpg>http://localhost/src_img/136/17.jpg>http://localhost/src_img/136/18.jpg>http://localhost/src_img/136/19.jpg>http://localhost/src_img/136/20.jpg;50;1
137;Taśma LED TV RGB IP65 2 x 50 cm TV USB POLUX;45887394;POLUX;Ledy>Produkty>Oświetlenie;39 ;Taśma LED RGB do podświetlania np. telewizorów plus kontroler. Za pomoca kontrolera (przycisk: MODE/DEMO) można ustawić jeden z dziewiętnastu trybów dynamicznych, oraz można zmienić szybkość trybów, do wyboru jest dziewięć szybkości. Przycisk COLOR służy do wyboru jednego z dwudziestu kolorów, w tym trybie przyciskiem SPEED można zmienić stopień jasności kolorów, do wyboru jest osiem stopni jasności. Środkowy przycisk służy do włączenia i wyłaczenia paska. Pasek wyłacza sie po wyłączeniu telewizora. Po ponownym właczeniu, pasek ustawia się w ostatnim używanym trybie (pamięć ostatniego ustawienia).;Źródło światła w zestawie: Tak>Długość (w m): 0.5>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): RGB>Maksymalna moc światła (w W): 4.8>Zmiana kolorów: Tak>Barwa światła: RGB różnokolorowy>Zmiana barwy światła: Tak>Klasa ochronności: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Szerokość (w cm): 1>Materiał wykonania: Tworzywo sztuczne>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Tak>Zasilanie: USB>Zapłon: Dotykowy>Kubatura ochrony: 3>Pobór mocy (w W): 4.8>Napięcie (w V): 4.5>Pilot na wyposażeniu: Nie>Transformator w zestawie: Nie>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508309525>Numer referencyjny: 45887394>Cena: 39zł /szt;http://localhost/src_img/137/1.jpg>http://localhost/src_img/137/2.jpg;50;1
138;Złączka do pasków LED RBG 10 mm dwustronna POLUX;45804731;POLUX;Ledy>Produkty>Oświetlenie;2,99 ;złącze stałe do taśm LED RGB 10mm dwustronne;Napięcie (w V): 12>Zasilanie: Sieć zasilająca>Wysokość (w cm): 0.5>Szerokość (w cm): 1.5>Długość (w m): 0.16>Klasa ochronności: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Kolor: Biały>Rodzina kolorów: Biały>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508303417>Numer referencyjny: 45804731>Cena: 2,99zł /szt;http://localhost/src_img/138/1.jpg>http://localhost/src_img/138/2.jpg;50;1
139;Taśma LED IP65 420 lm/m 5 m barwa neutralna POLUX;45797766;GOLDLUX;Ledy>Produkty>Oświetlenie;69,99 ;Taśma LED 28W, 5m, IP65 barwa światła naturalna biała. Elastyczne taśmy LED to doskonałe rozwiązanie w oświetleniu mebli, witryn sklepowych, reklam oraz w dekoracji pomieszczeń. Łączą w sobie wysoką wydajność światła przy minimalnym zużyciu energii elektrycznej. Dzięki niewielkim rozmiarom i bardzo dużej elastyczności mogą być stosowane praktycznie w każdym miejscu, gdzie utrudniony jest montaż innych źródeł światła.;Źródło światła w zestawie: Tak>Długość (w m): 5>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): 2200>Maksymalna moc światła (w W): 28>Zmiana kolorów: Nie>Temperatura barwowa (w K): 4000>Barwa światła: Naturalny>Zmiana barwy światła: Nie>Klasa ochronności: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Szerokość (w cm): 500>Materiał wykonania: Tworzywo sztuczne>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Nie>Zasilanie: Sieć zasilająca>Zapłon: Włącznik pojedynczy>Kubatura ochrony: 2>Pobór mocy (w W): 28>Napięcie (w V): 12>Pilot na wyposażeniu: Nie>Transformator w zestawie: Nie>Marka handlowa: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508309051>Numer referencyjny: 45797766>Cena: 69,99zł /szt;http://localhost/src_img/139/1.jpg>http://localhost/src_img/139/2.jpg;50;1
140;Profil aluminiowy do taśm LED dł. 1 m srebrny Kluś;45713836;KLUŚ;Ledy>Produkty>Oświetlenie;29,99 ;;Długość (w mm): 102>Głębokość (w mm): 12>Typ instalacji: Do przykręcenia>Współczynnik ochrony (IP): 20>Klasa bezpieczeństwa: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Kubatura ochrony: 2>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Marka handlowa: KLUŚ>Gwarancja (w latach): 2>Kod EAN: 5902280309086>Numer referencyjny: 45713836>Cena: 29,99zł /szt;http://localhost/src_img/140/1.jpg;50;1
141;Profil aluminiowy do taśm LED dł. 2 m srebrny Kluś;45713850;KLUŚ;Ledy>Produkty>Oświetlenie;39,99 ;;Długość (w mm): 202>Głębokość (w mm): 12>Typ instalacji: Do przykręcenia>Współczynnik ochrony (IP): 20>Klasa bezpieczeństwa: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Kubatura ochrony: 2>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Marka handlowa: KLUŚ>Gwarancja (w latach): 2>Kod EAN: 5902280309093>Numer referencyjny: 45713850>Cena: 39,99zł /szt;http://localhost/src_img/141/1.jpg;50;1
142;Zasilacz do LED 12 V 100 W IP67 OR-ZL-1607 ORNO;45519201;ORNO;Ledy>Produkty>Oświetlenie;137 ;Charakteryzuje się wodoodporną, szczelną, metalową obudową co umożliwia stosowanie w warunkach o podwyższonej wilgotności np. na zewnątrz budynku. DC - 12 V.;Napięcie wyjściowe (w V): 12>Zasilanie: Sieć zasilająca>Napięcie (w V): 230>Pobór mocy (w W): 100>Klasa bezpieczeństwa: 1: urządzenie elektryczne z obowiązkowym uziemieniem>Wysokość (w mm): 7>Szerokość (w mm): 18.5>Głębokość (w mm): 4.5>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.42>Marka handlowa: ORNO>Gwarancja (w latach): 2>Kod EAN: 5901752482791>Numer referencyjny: 45519201>Cena: 137zł /szt;http://localhost/src_img/142/1.jpg;50;1
143;Zasilacz do LED AC/DC 10 W IP67 OR-ZL-1618 ORNO;45519215;ORNO;Ledy>Produkty>Oświetlenie;43,50 ;Charakteryzuje się wodoodporną, szczelną, metalową obudową, co umożliwia stosowanie w warunkach podwyższonej wilgotności np. w łazience. AC/DC.;Napięcie wyjściowe (w V): 12>Zasilanie: Sieć zasilająca>Napięcie (w V): 230>Pobór mocy (w W): 10>Klasa bezpieczeństwa: 2: urządzenie elektryczne z podwójną izolacją>Wysokość (w mm): 2.5>Szerokość (w mm): 6>Głębokość (w mm): 5>Materiał wykonania: Metal>Klasa szczelności (IP + IK): IP67>Waga (w kg): 0.14>Marka handlowa: ORNO>Gwarancja (w latach): 2>Kod EAN: 5908254815546>Numer referencyjny: 45519215>Cena: 43,50zł /szt;http://localhost/src_img/143/1.jpg;50;1
144;Złączka do pasków LED 8 mm POLUX;44692893;POLUX;Ledy>Produkty>Oświetlenie;7,29 ;;Napięcie (w V): 12>Zasilanie: Podłączenie elektryczne>Wysokość (w cm): 1.5>Szerokość (w cm): 16>Długość (w m): 0.165>Klasa ochronności: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Kolor: Biały>Rodzina kolorów: Biały>Marka handlowa: POLUX>Gwarancja (w latach): 2>Kod EAN: 5901508302632>Numer referencyjny: 44692893>Cena: 7,29zł /szt;http://localhost/src_img/144/1.jpg>http://localhost/src_img/144/2.jpg;50;1
145;Zasilacz do LED 12 V 2.5 A / 30 W OR-ZL-1615 ORNO;44328991;ORNO;Ledy>Produkty>Oświetlenie;48,70 ;Mało gabarytowy sterownik, przeznaczony do oświetlenia LED, m.in. pojedynczych diod, listew, taśm LED, żarówek, modułów lub węży. AC/DC.;Napięcie wyjściowe (w V): 12>Zasilanie: Sieć zasilająca>Napięcie (w V): 230>Pobór mocy (w W): 30>Klasa bezpieczeństwa: 2: urządzenie elektryczne z podwójną izolacją>Wysokość (w mm): 2.8>Szerokość (w mm): 12>Głębokość (w mm): 4.2>Materiał wykonania: Tworzywo sztuczne>Klasa szczelności (IP + IK): IP20 >Waga (w kg): 0.11>Marka handlowa: ORNO>Gwarancja (w latach): 2>Kod EAN: 5901752486850>Numer referencyjny: 44328991>Cena: 48,70zł /szt;http://localhost/src_img/145/1.jpg;50;1
146;Zasilacz do LED 12 V 4.2 A / 50 W OR-ZL-1616 ORNO;44329075;ORNO;Ledy>Produkty>Oświetlenie;75 ;Mało gabarytowy sterownik, przeznaczony do oświetlenia LED, m.in. pojedynczych diod, listew, taśm LED, żarówek, modułów lub węży. AC/DC.;Napięcie wyjściowe (w V): 12>Zasilanie: Sieć zasilająca>Napięcie (w V): 230>Pobór mocy (w W): 50>Klasa bezpieczeństwa: 2: urządzenie elektryczne z podwójną izolacją>Wysokość (w mm): 3>Szerokość (w mm): 14>Głębokość (w mm): 4.8>Materiał wykonania: Tworzywo sztuczne>Klasa szczelności (IP + IK): IP20 >Waga (w kg): 0.18>Marka handlowa: ORNO>Gwarancja (w latach): 2>Kod EAN: 5901752486867>Numer referencyjny: 44329075>Cena: 75zł /szt;http://localhost/src_img/146/1.jpg;50;1
147;Taśma LED COB 5 m 425 lm Ciepła biel ;83611854;;Ledy>Produkty>Oświetlenie;149 ;Pasek LED COB to idealne oświetlenie mieszkania odpowiadające różnym potrzebom. Produkt wykonany jest z PCB i silikonu, pozwala na dokładne oświetlenie wybranych obszarów pomieszczenia. Zastosowana technologia pozwala na uzyskanie jednolitej linii świetlnej dzięki czemu wnętrze nabierze nowoczesnego charakteru. Pasek COD doskonale sprawdzi się jako dodatkowe źródło światła.;Długość (w m): 5>Klasa szczelności (IP + IK): IP20>Strumień świetlny (w lumenach): 425>Maksymalna moc światła (w W): 5>Barwa światła: Ciepła biel>Zmiana barwy światła: Nie>Szerokość (w cm): 1>Materiał wykonania: Metal>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Nie>Zasilanie: Sieć zasilająca>Napięcie (w V): 12>Gwarancja (w latach): 2>Kod EAN: 5902693770176>Numer referencyjny: 83611854>Cena: 149zł /szt;http://localhost/src_img/147/1.jpg>http://localhost/src_img/147/2.jpg>http://localhost/src_img/147/3.jpg;50;1
148;Profil aluminiowy do taśm LED TYP K dł. 2 m srebrny + zaślepki EKO-LIGHT;82579640;EKO-LIGHT;Ledy>Produkty>Oświetlenie;189 ;;Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Marka handlowa: EKO-LIGHT>Gwarancja (w latach): 2>Kod EAN: 5902693757559>Numer referencyjny: 82579640>Cena: 189zł /szt;http://localhost/src_img/148/1.jpg>http://localhost/src_img/148/2.jpg>http://localhost/src_img/148/3.jpg;50;1
149;Profil aluminiowy do taśm LED TYP T dł. 2 m srebrny + zaślepki EKO-LIGHT;82579639;EKO-LIGHT;Ledy>Produkty>Oświetlenie;129 ;;Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Marka handlowa: EKO-LIGHT>Gwarancja (w latach): 2>Kod EAN: 5902693753810>Numer referencyjny: 82579639>Cena: 129zł /szt;http://localhost/src_img/149/1.jpg>http://localhost/src_img/149/2.jpg>http://localhost/src_img/149/3.jpg;50;1
150;Profil aluminiowy do taśm LED TYP D dł. 2 m osłona mleczna EKO-LIGHT;82378950;;Ledy>Produkty>Oświetlenie;59,88 ;Profil D to profil napowierzchniowy zaprojektowany pod montaż taśm LED w trudno dostępnych miejscach. Ze względu na swoje wymiary, stanowi podstawę do uzyskania maksymalnej ilości światła, przy minimalnej wielkości profilu. Doskonale nadaje się do stosowania jako element podświetleń dekoracyjnych w meblarstwie oraz wykończeniach wnętrz. W zestawie znajdują się: klosz mleczny, uchwyty montażowe i zaślepki.;Typ instalacji: Do mocowania>Gwarancja (w latach): 2>Kod EAN: 5902693730088>Numer referencyjny: 82378950>Cena: 59,88zł /szt;http://localhost/src_img/150/1.jpg>http://localhost/src_img/150/2.jpg>http://localhost/src_img/150/3.jpg>http://localhost/src_img/150/4.jpg>http://localhost/src_img/150/5.jpg;50;1
151;Profil aluminiowy do taśm LED TYP G dł. 2 m osłona mleczna EKO-LIGHT;82378953;;Ledy>Produkty>Oświetlenie;69,88 ;Profil typ G, wpuszczany. Zaprojektowany z myślą o oświetleniu pomieszczeń kuchennych i sklepowych. Świetnie pasuje do montażu wewnątrz szaf, blatów i schodów. W zestawie znajduje się: klosz mleczny;Typ instalacji: Do mocowania>Gwarancja (w latach): 2>Kod EAN: 5902693730125>Numer referencyjny: 82378953>Cena: 69,88zł /szt;http://localhost/src_img/151/1.jpg>http://localhost/src_img/151/2.jpg>http://localhost/src_img/151/3.jpg;50;1
152;Profil aluminiowy do taśm LED TYP Z dł. 2 m osłona mleczna EKO-LIGHT;82378952;;Ledy>Produkty>Oświetlenie;59,88 ;Profil Z to profil stworzony specjalnie pod montaż w bardzo trudno dostępnych miejscach. Zastosowanie tego profilu nie wymaga wykonania głębokiego frezu, gdyż profil jest niezwykle niski. Cechuje go modernistyczny wygląd oraz łatwość montażu dzięki specjalnie wyprofilowanym ściankom profilu, które idealnie wpasowują się we frez. Doskonale nadaje się do stosowania jako element podświetleń dekoracyjnych w meblarstwie oraz wykończeniach wnętrz.;Typ instalacji: Do mocowania>Gwarancja (w latach): 2>Kod EAN: 5902693730095>Numer referencyjny: 82378952>Cena: 59,88zł /szt;http://localhost/src_img/152/1.jpg>http://localhost/src_img/152/2.jpg>http://localhost/src_img/152/3.jpg;50;1
153;Profil aluminiowy do taśm LED TYP Y dł. 2 m osłona mleczna EKO-LIGHT;82378951;;Ledy>Produkty>Oświetlenie;74,88 ;Profil aluminiowy Y przeznaczony do montażu napowierzchniowego. Jest to produkt innowacyjny na rynku oświetleniowym. Jeden z najbardziej minimalistycznych i nowoczesnych projektów. Niezwykle ciekawy i nowoczesny design profilu Y pozwala wyjść naprzeciw potrzeb klientom jakie niesie zastosowanie taśm LED w tworzeniu linii świetlnych.Dzięki podwyższeniu wymiaru bocznych ścianek profilu uzyskujemy jednolite, bardziej ukierunkowane światło bez widocznych diod LED (przy zastosowaniu przesłony mlecznej). Profil zachowuje wrażenie dyskretnej oprawy do taśm LED oraz doskonale nadaje się do podświetleń dekoracyjnych w meblarstwie i przy wykończeniach wnętrz. W zestawie znajdują się: klosz mleczny, uchwyty montażowe i zaślepki.;Typ instalacji: Do mocowania>Gwarancja (w latach): 2>Kod EAN: 5902693730118>Numer referencyjny: 82378951>Cena: 74,88zł /szt;http://localhost/src_img/153/1.jpg>http://localhost/src_img/153/2.jpg>http://localhost/src_img/153/3.jpg;50;1
