ID;Name;Reference;Brand;Categories;Price;Short desc.;Features;Images URL;Quantity;Tax ID
1;Taśma LED zewnętrzna IP65 ściemnialna 400 lm/m 2 m INSPIRE;82260890;INSPIRE;Ledy>Produkty>Oświetlenie;31,88 ;.;Źródło światła w zestawie: Tak>Długość (w m): 2>Klasa szczelności (IP + IK): IP65 >Strumień świetlny (w lumenach): 800>Zmiana kolorów: Tak>Barwa światła: Od białego ciepłego do białego zimnego>Zmiana barwy światła: Tak>Klasa ochronności: 2: urządzenie elektryczne z podwójną izolacją>Szerokość (w cm): 1.57>Materiał wykonania: Tworzywo sztuczne>Przeznaczenie: Do każdego rodzaju pomieszczeń>Typ instalacji: Do mocowania>Możliwość ściemniania: Tak>Zasilanie: Sieć zasilająca>Zapłon: Pilot>Kubatura ochrony: 2>Pobór mocy (w W): 18>Napięcie (w V): 230>Pilot na wyposażeniu: Nie>Transformator w zestawie: Nie>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276000701095>Numer referencyjny: 82260890>Cena: 31,88zł /szt;http://localhost/src_img/1/1.jpg>http://localhost/src_img/1/2.jpg>http://localhost/src_img/1/3.jpg>http://localhost/src_img/1/4.jpg>http://localhost/src_img/1/5.jpg;50;1
2;Złącze do taśm LED NEON 12 mm Goldlux;86328126;GOLDLUX;Ledy>Produkty>Oświetlenie;4,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED w lini prostej.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508319708>Numer referencyjny: 86328126>Cena: 4,99zł /szt;http://localhost/src_img/2/1.jpg;50;1
3;Złącze do taśm LED COB 8 mm Goldlux;86298166;GOLDLUX;Ledy>Produkty>Oświetlenie;4,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED w lini prostej.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508316547>Numer referencyjny: 86298166>Cena: 4,99zł /szt;http://localhost/src_img/3/1.jpg;50;1
4;Złączka do taśm LED COB 8 mm Goldlux;86298165;GOLDLUX;Ledy>Produkty>Oświetlenie;6,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED pod dowolnym kątem.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508316417>Numer referencyjny: 86298165>Cena: 6,99zł /szt;http://localhost/src_img/4/1.jpg;50;1
5;Złączka do taśm LED RGBW 12mm Goldlux;86298162;GOLDLUX;Ledy>Produkty>Oświetlenie;4,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze zasilające jednostronne połączy taśmę LED z zasilaczem.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508319791>Numer referencyjny: 86298162>Cena: 4,99zł /szt;http://localhost/src_img/5/1.jpg;50;1
6;Złączka do taśm LED RGBW 10mm Goldlux;86298160;GOLDLUX;Ledy>Produkty>Oświetlenie;4,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED pod dowolnym kątem.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508320261>Numer referencyjny: 86298160>Cena: 4,99zł /szt;http://localhost/src_img/6/1.jpg;50;1
7;Złączka do taśm LED RGBW 12mm Goldlux;86298163;GOLDLUX;Ledy>Produkty>Oświetlenie;4,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED pod dowolnym kątem.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508319807>Numer referencyjny: 86298163>Cena: 4,99zł /szt;http://localhost/src_img/7/1.jpg;50;1
8;Sterownik Mini Tuya biały RGBW 12-24 V Goldlux;86296049;GOLDLUX;Ledy>Produkty>Oświetlenie;54,99 ;"Sterownik mini Tuya WiFi do taśm LED RGBW 5pin daje możliwość sterowania taśmą z dowolnego miejsca za pomocą sieci WiFi 2,5GHz; wbudowany mikrofon; wyłącznik czasowy; aplikacja muzyczna; ściemnianie, zmiana barw. Możemy zaplanować pracę taśmy LED np.. stopniowe ściemnianie lub rozjaśnianie barwy o wyznaczonej godzinie. Automatyczne wyłączanie światła po doliczeniu zadanego czasu. Możemy dostosować jasność i temperaturę barwową w trybie białego światła, w trybie światła kolorowego, można zmienić na jakikolwiek kolor RGB oraz dostosować jasność i nasycenie. Sterowanie przez osobę trzecią.";Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Biały>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508320285>Numer referencyjny: 86296049>Cena: 54,99zł /szt;http://localhost/src_img/8/1.jpg;50;1
9;Złączka do taśm LED RGBW 10mm Goldlux;86298159;GOLDLUX;Ledy>Produkty>Oświetlenie;7,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze zasilające jednostronne połączy taśmę LED z zasilaczem.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508320254>Numer referencyjny: 86298159>Cena: 7,99zł /szt;http://localhost/src_img/9/1.jpg;50;1
10;Złącze do taśm LED RGBW 10 mm Goldlux;86298158;GOLDLUX;Ledy>Produkty>Oświetlenie;5,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED w lini prostej.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508320247>Numer referencyjny: 86298158>Cena: 5,99zł /szt;http://localhost/src_img/10/1.jpg;50;1
11;Złącze do taśm LED RGBW 12 mm Goldlux;86298161;GOLDLUX;Ledy>Produkty>Oświetlenie;2,99 ;Złącza do taśm LED umożliwiają prosty i szybki montaż oświetlenia, bez konieczności lutowania. Złącze stałe połączy dwie taśmy LED w lini prostej.;Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508319784>Numer referencyjny: 86298161>Cena: 2,99zł /szt;http://localhost/src_img/11/1.jpg;50;1
12;Sterownik Mini Tuya biały 12-24 V IP20 Goldlux;85683562;GOLDLUX;Ledy>Produkty>Oświetlenie;54,99 ;"Sterownik mini Tuya do taśm LED pomaga sterować jednokolorowmi taśmami za pomocą WiFi z dowolnego miejsca. Posiada funkcje: Schedule: wyłącznik czasowy, włączanie i wyłączanie światła o określonych porach; Left Time: automatyczne włączenie światła po odliczaniu zadanego czasu; oraz tryb ""nie przeszkadzać' gdy zasilaie jest włączone. Aby włączyć światło z poziomu aplikacji, zasilanie musi być włączone dwa razy z rzędu.   INTERFEJS - możesz dostosować jasność świecenia taśmy LED.   SCENY - dostępność różnych trybów, możwiwość wybrania preferowanego trybu lub stworzenie indywidualnego. Możliwość sterowania przez osobę trzecią poprzez jej dodanie zgodnie ze wskazówkami w aplikacji.";Klasa szczelności (IP + IK): IP20 >Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Biały>Długość (w cm): 34.5>Ilość sztuk w opakowaniu: 1>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508320292>Numer referencyjny: 85683562>Cena: 54,99zł /szt;http://localhost/src_img/12/1.jpg>http://localhost/src_img/12/2.jpg;50;1
13;Włącznik dotykowy ze ściemniaczem czarny 12-24 V IP20 Goldlux;85622877;GOLDLUX;Ledy>Produkty>Oświetlenie;19,99 ;Włącznik dotykowy ze ściemniaczem czarny do jednokolorowych taśm led 12-24V. Oświetlenie włącza i wyłącza się poprzez dotknięcie palcem przycisku. Dłuższe przytrzymanie reguluje jasność oświetlenia. Moc zmanionowa produktu: 12V 2A = 24W / 24V 2A = 48W.;Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508321473>Numer referencyjny: 85622877>Cena: 19,99zł /szt;http://localhost/src_img/13/1.jpg;50;1
14;Włącznik dotykowy ze ściemniaczem biały 12-24 V Goldlux;85622876;GOLDLUX;Ledy>Produkty>Oświetlenie;19,99 ;Włącznik dotykowy ze ściemniaczem biały do jednokolorowych taśm led 12-24V. Oświetlenie włącza i wyłącza się poprzez dotknięcie palcem przycisku. Dłuższe przytrzymanie reguluje jasność oświetlenia. Moc zmanionowa produktu: 12V 2A = 24W / 24V 2A = 48W.;Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Biały>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508321466>Numer referencyjny: 85622876>Cena: 19,99zł /szt;http://localhost/src_img/14/1.jpg;50;1
15;Włącznik dotykowy mini 12-24 V IP20 Goldlux;85622875;GOLDLUX;Ledy>Produkty>Oświetlenie;39,99 ;Włącznik dotykowy ze ściemniaczem do zabudowy do jednokolorowych taśm led 12-24V. Oświetlenie włącza i wyłącza się poprzez dotknięcie palcem przycisku. Dłuższe przytrzymanie reguluje jasność oświetlenia. Średnica otworu montażowego 17mm. Moc zmanionowa produktu: 12V 3A = 36W / 24V 3A = 72W.;Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Biały>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508321459>Numer referencyjny: 85622875>Cena: 39,99zł /szt;http://localhost/src_img/15/1.jpg;50;1
16;Włącznik dotykowy ze ściemniaczem 12-24 V RGBW Goldlux;85622874;GOLDLUX;Ledy>Produkty>Oświetlenie;109 ;Podtynkowy włącznik dotykowy ze ściemniaczem do taśm LED RGBW 12-24V 4-kanałowy z puszką montażową w zestawie. Urządzenie służy do łatwego i szybkiego zarządzania matężeniem światła. Możliwość podłączenia wielu taśm o łącznej mocy nie przekraczającej 192W (dla 12V) i 384W (dla 24V).;Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508321329>Numer referencyjny: 85622874>Cena: 109zł /szt;http://localhost/src_img/16/1.jpg>http://localhost/src_img/16/2.jpg>http://localhost/src_img/16/3.jpg;50;1
17;Pilot i sterownik RGBW 12-24 V IP20 Goldlux;85622872;GOLDLUX;Ledy>Produkty>Oświetlenie;49,99 ;"Praktyczny zestaw: pilot + mini sterownik do taśm LED RGB+W 12-24V, 6A, 2,4GHz. Do zdalnego sterowania oświetleniem LED w pomieszczeniu. Pilot radiowy z wieloma funkcjami jak: dowolny wybór koloru z koła barw; skokowe zmiany barw i odcieni; automatyczne zapętlone odtwarzanie trybów.  Wymiary: pilot 11x5,2x2,3 cm / sterownik 32,2x1,4x1,03 cm.";Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Biały>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508319364>Numer referencyjny: 85622872>Cena: 49,99zł /szt;http://localhost/src_img/17/1.jpg;50;1
18;Pilot i sterownik Mono 5-24 V IP20 Goldlux;85622878;GOLDLUX;Ledy>Produkty>Oświetlenie;24,99 ;"Praktyczny zestaw: pilot + mini sterownik do taśm LED RGB+W 5-24V, 12A, 433MHz. Do zdalnego sterowania oświetleniem LED w pomieszczeniu. Pilot radiowy z wieloma funkcjami jak: dowolny wybór koloru z koła barw; skokowe zmiany barw i odcieni; automatyczne zapętlone odtwarzanie trybów.  Wymiary: pilot 8,5x4x0,6 cm / sterownik 32,2x1,4x1,03 cm.";Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Biały>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508321480>Numer referencyjny: 85622878>Cena: 24,99zł /szt;http://localhost/src_img/18/1.jpg;50;1
19;Gniazdo i wtyczka IP20 12-24 V Goldlux;85622871;GOLDLUX;Ledy>Produkty>Oświetlenie;7,99 ;Zestaw: Gniazdo i wtyczka 2pin do taśm led 10mm 12-24V. Złacze pozwala połączyć przewód z dowolnym urządzeniem zakończonym gniazdem DC. Aby zamontować wtyczkę wystarczy odizolować przewody, włożyc je i trwale skręcić w odpowiednich zaciskach. Oferowane złącze znajduje zastosowanie jako: podłączenie urządzeń z zasilaczami zakończonymi gniazdem DC, przedłużanie przewodów zasilających, złaczka do montażu taśm LED oraz wiele innych.;Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508318633>Numer referencyjny: 85622871>Cena: 7,99zł /szt;http://localhost/src_img/19/1.jpg>http://localhost/src_img/19/2.jpg;50;1
20;Włącznik dotykowy ze ściemniaczem 12-24 V Goldlux;85622873;GOLDLUX;Ledy>Produkty>Oświetlenie;99 ;Podtynkowy włącznik dotykowy ze ściemniaczem do taśm LED jednokolorowych 12-24V 4-kanałowy z puszką montażową w zestawie. Urządzenie służy do łatwego i szybkiego zarządzania matężeniem światła. Możliwość podłączenia wielu taśm o łącznej mocy nie przekraczającej 144W (dla 12V) i 288W (dla 24V).;Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Marka produktu: GOLDLUX>Gwarancja (w latach): 2>Kod EAN: 5901508321312>Numer referencyjny: 85622873>Cena: 99zł /szt;http://localhost/src_img/20/1.jpg>http://localhost/src_img/20/2.jpg>http://localhost/src_img/20/3.jpg;50;1
21;Profil aluminiowy do taśm LED czarny 2 m Kluś;85433064;KLUŚ;Ledy>Produkty>Oświetlenie;89 ;Uniwersalny profil aluminiowy z kołnierzem pod taśmy LED. Wykończenie powierzchni: czarna anoda. Montaż do zabudowania we wpustach. Zastosowanie: oświetlenie główne, meblowe, dekoracyjne i funkcyjne.;Wysokość (w mm): 12>Głębokość (w mm): 2.2>Marka handlowa: KLUŚ>Gwarancja (w latach): 5>Kod EAN: 5902280355557>Numer referencyjny: 85433064>Cena: 89zł /szt;http://localhost/src_img/21/1.jpg>http://localhost/src_img/21/2.jpg;50;1
22;Profil aluminiowy do taśm LED biały 2 m Kluś;85433059;KLUŚ;Ledy>Produkty>Oświetlenie;89 ;Uniwersalny profil aluminiowy pod taśmy LED. Wykończenie powierzchni: biały lakier. Zastosowanie: oświetlenie główne, meblowe, dekoracyjne i funkcyjne.;Wysokość (w mm): 12>Głębokość (w mm): 14>Marka handlowa: KLUŚ>Gwarancja (w latach): 5>Kod EAN: 5902280355502>Numer referencyjny: 85433059>Cena: 89zł /szt;http://localhost/src_img/22/1.jpg>http://localhost/src_img/22/2.jpg>http://localhost/src_img/22/3.jpg;50;1
23;Profil aluminiowy do taśm LED biały 2 m Kluś;85433065;KLUŚ;Ledy>Produkty>Oświetlenie;99 ;Uniwersalny profil aluminiowy z kołnierzem pod taśmy LED. Wykończenie powierzchni: biały lakier. Montaż do zabudowania we wpustach. Zastosowanie: oświetlenie główne, meblowe, dekoracyjne i funkcyjne.;Wysokość (w mm): 12>Głębokość (w mm): 2.2>Marka handlowa: KLUŚ>Gwarancja (w latach): 5>Kod EAN: 5902280355564>Numer referencyjny: 85433065>Cena: 99zł /szt;http://localhost/src_img/23/1.jpg>http://localhost/src_img/23/2.jpg;50;1
24;Zasilacz do taśm LED IP44 2 m 230 V Inspire ;83704505;INSPIRE;Ledy>Produkty>Oświetlenie;39 ;.;Szerokość (w cm): 4>Klasa szczelności (IP + IK): IP44 >Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Długość (w cm): 200>Grubość (w mm): 32>Ilość sztuk w opakowaniu: 1>Ilość wyjść: 1>Rodzaj trzonka: Męski>Marka produktu: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007257861>Numer referencyjny: 83704505>Cena: 39zł /szt;http://localhost/src_img/24/1.jpg;50;1
25;Profil aluminiowy narożny do taśm LED dł. 2 m osłona mleczna Inspire;83810618;INSPIRE;Ledy>Produkty>Oświetlenie;49,99 ;Srebrny kątowy profil o długości 2 metrów idealnie nada dekoracyjnego charakteru instalacji listwowej. Pozwala na wykończenie projektu oświetlenia listwowego. Profil zapewnia jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy. Profil narożny ma tę szczególną cechę, że dopasowuje się do kształtu miejsca montażu, wtapiając się w ścianę lub meble.;Wysokość (w mm): 16>Długość (w mm): 2000>Głębokość (w mm): 16>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267402>Numer referencyjny: 83810618>Cena: 49,99zł /szt;http://localhost/src_img/25/1.jpg>http://localhost/src_img/25/2.jpg>http://localhost/src_img/25/3.jpg>http://localhost/src_img/25/4.jpg>http://localhost/src_img/25/5.jpg>http://localhost/src_img/25/6.jpg>http://localhost/src_img/25/7.jpg;50;1
26;Profil aluminiowy narożny do taśm LED dł. 2 m osłona mleczna Inspire;83810617;INSPIRE;Ledy>Produkty>Oświetlenie;49,99 ;Biały kątowy profil o długości 2 metrów idealnie nada dekoracyjnego charakteru instalacji listwowej. Pozwala na wykończenie projektu oświetlenia listwowego. Profil zapewnia jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy. Profil narożny ma tę szczególną cechę, że dopasowuje się do kształtu miejsca montażu, wtapiając się w ścianę lub meble.;Wysokość (w mm): 16>Długość (w mm): 2000>Głębokość (w mm): 16>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Biały>Rodzina kolorów: Biały>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267396>Numer referencyjny: 83810617>Cena: 49,99zł /szt;http://localhost/src_img/26/1.jpg>http://localhost/src_img/26/2.jpg>http://localhost/src_img/26/3.jpg>http://localhost/src_img/26/4.jpg;50;1
27;Profil aluminiowy do taśm LED dł. 2 m osłona mleczna Inspire;83810614;INSPIRE;Ledy>Produkty>Oświetlenie;39,99 ;Srebrny wpuszczany profil o długości 2 metrów idealnie nada dekoracyjnego charakteru instalacji listwowej. Pozwala na wykończenie projektu oświetlenia listwowego. Profil zapewnia jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy. Umożliwia także stworzenie ozdobnego punktu świetlnego, jednocześnie doskonale stapiając się z podłogą i meblami.;Wysokość (w mm): 16>Długość (w mm): 2000>Głębokość (w mm): 7>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267365>Numer referencyjny: 83810614>Cena: 39,99zł /szt;http://localhost/src_img/27/1.jpg>http://localhost/src_img/27/2.jpg>http://localhost/src_img/27/3.jpg>http://localhost/src_img/27/4.jpg>http://localhost/src_img/27/5.jpg>http://localhost/src_img/27/6.jpg>http://localhost/src_img/27/7.jpg;50;1
28;Profil aluminiowy do taśm LED dł. 1 m osłona mleczna Inspire;83810612;INSPIRE;Ledy>Produkty>Oświetlenie;15,99 ;Srebrne profile o długości 1 metra idealnie nadają się do nadania dekoracyjnego charakteru instalacji listwowej.  Umożliwiają wykończenie projektu oświetlenia listwowego. Profil zapewnia także jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy.;Wysokość (w mm): 7>Długość (w mm): 1000>Głębokość (w mm): 7>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267341>Numer referencyjny: 83810612>Cena: 15,99zł /szt;http://localhost/src_img/28/1.jpg>http://localhost/src_img/28/2.jpg>http://localhost/src_img/28/3.jpg>http://localhost/src_img/28/4.jpg>http://localhost/src_img/28/5.jpg>http://localhost/src_img/28/6.jpg>http://localhost/src_img/28/7.jpg;50;1
29;Zasilacz do taśm LED RGBW + pilot IP44 2 m 230 V Inspire;83704507;INSPIRE;Ledy>Produkty>Oświetlenie;69 ;.;Szerokość (w cm): 6>Klasa szczelności (IP + IK): IP44 >Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Długość (w cm): 200>Grubość (w mm): 40>Ilość sztuk w opakowaniu: 1>Ilość wyjść: 1>Rodzaj trzonka: Męski>Marka produktu: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007257885>Numer referencyjny: 83704507>Cena: 69zł /szt;http://localhost/src_img/29/1.jpg;50;1
30;Profil aluminiowy do taśm LED dł. 2 m osłona mleczna Inspire;83810613;INSPIRE;Ledy>Produkty>Oświetlenie;39,99 ;Biały wpuszczany profil o długości 2 metrów idealnie nadaje się do nadania dekoracyjnego charakteru instalacji listwowej. Pozwala na wykończenie projektu oświetlenia listwowego. Profil zapewnia jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy. Umożliwia także stworzenie ozdobnego punktu świetlnego, jednocześnie doskonale stapiając się z podłogą i meblami.;Wysokość (w mm): 16>Długość (w mm): 2000>Głębokość (w mm): 7>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Biały>Rodzina kolorów: Biały>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267358>Numer referencyjny: 83810613>Cena: 39,99zł /szt;http://localhost/src_img/30/1.jpg>http://localhost/src_img/30/2.jpg>http://localhost/src_img/30/3.jpg>http://localhost/src_img/30/4.jpg>http://localhost/src_img/30/5.jpg>http://localhost/src_img/30/6.jpg>http://localhost/src_img/30/7.jpg;50;1
31;Profil aluminiowy do taśm LED dł. 2 m osłona mleczna Inspire;83810611;INSPIRE;Ledy>Produkty>Oświetlenie;34,99 ;Srebrne profile o długości 2 metrów idealnie nadają się do nadania dekoracyjnego charakteru instalacji listwowej.  Umożliwiają wykończenie projektu oświetlenia listwowego. Profil zapewnia także jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy.;Wysokość (w mm): 16>Długość (w mm): 2000>Głębokość (w mm): 8>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267334>Numer referencyjny: 83810611>Cena: 34,99zł /szt;http://localhost/src_img/31/1.jpg>http://localhost/src_img/31/2.jpg>http://localhost/src_img/31/3.jpg>http://localhost/src_img/31/4.jpg>http://localhost/src_img/31/5.jpg>http://localhost/src_img/31/6.jpg>http://localhost/src_img/31/7.jpg;50;1
32;Profil aluminiowy do taśm LED dł. 1 m osłona mleczna Inspire;83810609;INSPIRE;Ledy>Produkty>Oświetlenie;22,99 ;Srebrne profile o długości 1 metra idealnie nadają się do nadania dekoracyjnego charakteru instalacji listwowej.  Umożliwiają wykończenie projektu oświetlenia listwowego. Profil zapewnia także jednorodne i rozproszone oświetlenie w zależności od wybranej taśmy.;Wysokość (w mm): 8>Długość (w mm): 1000>Głębokość (w mm): 8>Typ instalacji: Do mocowania>Materiał wykonania: Aluminium>Kolor: Srebrny>Rodzina kolorów: Szary / srebrny>Ilość sztuk w opakowaniu: 1>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007267310>Numer referencyjny: 83810609>Cena: 22,99zł /szt;http://localhost/src_img/32/1.jpg>http://localhost/src_img/32/2.jpg>http://localhost/src_img/32/3.jpg>http://localhost/src_img/32/4.jpg>http://localhost/src_img/32/5.jpg>http://localhost/src_img/32/6.jpg>http://localhost/src_img/32/7.jpg;50;1
33;Zasilacz do taśm LED + pilot IP44 2 m 230 V Inspire ;83704506;INSPIRE;Ledy>Produkty>Oświetlenie;79 ;.;Szerokość (w cm): 6>Klasa szczelności (IP + IK): IP44 >Materiał główny: Tworzywo sztuczne>Rodzina kolorów: Czarny>Długość (w cm): 200>Grubość (w mm): 40>Ilość sztuk w opakowaniu: 1>Ilość wyjść: 1>Rodzaj trzonka: Męski>Marka produktu: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276007257878>Numer referencyjny: 83704506>Cena: 79zł /szt;http://localhost/src_img/33/1.jpg;50;1
34;Taśma LED SAWU na baterie 180 lm 1 m 4xAAA INSPIRE;82259364;INSPIRE;Ledy>Produkty>Oświetlenie;39,99 ;Taśma LED o długości 1 metra pozwoli Ci stworzyć atmosferę na półce lub w wazonie bez konieczności podłączenia do zasilania. Zestaw wyposażony jest w przełącznik oraz czujnik ruchu i działa na 3 baterie AAA (sprzedawane oddzielnie).;Źródło światła w zestawie: Tak>Długość (w m): 1>Klasa szczelności (IP + IK): IP20 >Strumień świetlny (w lumenach): 180>Maksymalna moc światła (w W): 2.5>Zmiana kolorów: Nie>Barwa światła: Ciepła biel>Zmiana barwy światła: Nie>Klasa ochronności: 3: urządzenie elektryczne zasilane bardzo niskim napięciem>Szerokość (w cm): 0.8>Materiał wykonania: Tworzywo sztuczne>Przeznaczenie: hol>Typ instalacji: Do przyklejenia>Możliwość ściemniania: Nie>Zasilanie: Baterie>Zapłon: Z czujnikiem ruchu>Kubatura ochrony: Objętość całkowita>Pobór mocy (w W): 2.5>Napięcie (w V): 4.5>Pilot na wyposażeniu: Nie>Transformator w zestawie: Nie>Marka handlowa: INSPIRE>Gwarancja (w latach): 5>Kod EAN: 3276000698494>Numer referencyjny: 82259364>Cena: 39,99zł /szt;http://localhost/src_img/34/1.jpg>http://localhost/src_img/34/2.jpg>http://localhost/src_img/34/3.jpg>http://localhost/src_img/34/4.jpg>http://localhost/src_img/34/5.jpg;50;1
